Symbol,Report Date,Interest,Profit before tax,Net Profit,EPS
BODALCHEM,01-Mar-12,35,-41,-30,-2.73
BODALCHEM,01-Mar-13,40,-33,-23,-2.12
BODALCHEM,01-Mar-14,47,47,30,2.76
BODALCHEM,01-Mar-15,27,139,92,8.41
BODALCHEM,01-Mar-16,12,131,86,7.88
BODALCHEM,01-Mar-17,9,204,133,12.18
BODALCHEM,01-Mar-18,5,186,122,10.03
BODALCHEM,01-Mar-19,9,219,141,11.72
BODALCHEM,01-Mar-20,19,101,86,7.12
BODALCHEM,01-Mar-21,17,55,40,3.43
BODALCHEM,01-Mar-22,29,142,99,8.79
BODHTREE,01-Mar-09,0.14,-3.56,-5.17,-3.61
BODHTREE,01-Mar-10,0.28,-8.28,-9.6,-10.47
BODHTREE,01-Mar-11,0.13,-6.54,-5.76,-7.51
BODHTREE,01-Mar-16,2.48,1.28,1.77,1.01
BODHTREE,01-Mar-17,2.52,4.46,2.84,1.57
BODHTREE,01-Mar-18,2.08,6.58,4.42,2.21
BODHTREE,01-Mar-19,3.51,12.3,7.84,3.93
BODHTREE,01-Mar-20,2.77,6.64,4.13,2.07
BODHTREE,01-Mar-21,1.6,15.3,12.72,6.37
BODHTREE,01-Mar-22,1.11,0.4,0.67,0.34
BOMDYEING,01-Mar-15,232,31,20,0.99
BOMDYEING,01-Mar-16,290,-90,-91,-4.41
BOMDYEING,01-Mar-17,368,-97,-127,-6.13
BOMDYEING,01-Mar-18,413,38,35,1.7
BOMDYEING,01-Mar-19,489,1234,1228,60.12
BOMDYEING,01-Mar-20,554,-209,328,15.87
BOMDYEING,01-Mar-21,588,-507,-469,-22.71
BOMDYEING,01-Mar-22,524,-534,-460,-22.29
BOROLTD,01-Mar-19,10,33,25,0.98
BOROLTD,01-Mar-20,6,44,35,3.14
BOROLTD,01-Mar-21,2,61,42,3.69
BOROLTD,01-Mar-22,1,122,85,7.33
BORORENEW,01-Mar-14,0,41,39,3.27
BORORENEW,01-Mar-15,2,65,51,4.12
BORORENEW,01-Mar-16,4,36,29,2.68
BORORENEW,01-Mar-17,8,156,137,13.93
BORORENEW,01-Mar-18,7,76,49,4.89
BORORENEW,01-Mar-19,6,92,60,5.9
BOSCHLTD,01-Mar-16,13,2102,1534,488.42
BOSCHLTD,01-Mar-17,27,2391,1740,570.17
BOSCHLTD,01-Mar-18,3,2041,1371,449.24
BOSCHLTD,01-Mar-19,13,2339,1598,541.91
BOSCHLTD,01-Mar-20,10,985,650,220.22
BOSCHLTD,01-Mar-21,14,565,482,163.43
BOSCHLTD,01-Mar-22,29,1500,1218,413.07
BPCL,01-Mar-11,1266,2829,1742,7.54
BPCL,01-Mar-12,2259,1599,851,3.6
BPCL,01-Mar-13,2518,3220,1936,8.67
BPCL,01-Mar-14,1982,6166,4053,18.03
BPCL,01-Mar-15,1180,7690,5082,22.16
BPCL,01-Mar-16,680,12132,8089,37.29
BPCL,01-Mar-17,696,13700,9507,40.2
BPCL,01-Mar-18,1186,14174,9792,41.53
BPCL,01-Mar-19,1764,12905,8528,35.97
BPCL,01-Mar-20,2637,3652,3666,14.08
BPCL,01-Mar-21,1723,22432,17320,74.52
BPCL,01-Mar-22,2606,16037,11682,53.85
BPL,01-Mar-06,10,-276,-291,
BPL,01-Mar-07,18,-70,-70,-15.73
BPL,01-Mar-08,24,-235,-146,-30.03
BPL,01-Mar-09,25,-62,4,0.81
BPL,01-Mar-10,13,-4,-3,-0.58
BPL,01-Mar-11,11,77,76,16.25
BPL,01-Mar-12,5,49,58,12
BPL,01-Mar-13,11,21,-19,-1.17
BPL,01-Mar-14,8,-17,-149,-29.01
BPL,01-Mar-16,1,14,-14,-2.85
BPL,01-Mar-22,2,8,13,2.65
BRANDHOUSE,01-Mar-10,19,28,14,2.52
BRANDHOUSE,01-Mar-11,29,9,7,2.25
BRANDHOUSE,01-Mar-12,32,-12,-19,-1.66
BRFL,01-Mar-11,148,237,203,15.86
BRFL,01-Mar-12,223,250,167,12.4
BRFL,01-Mar-13,279,238,129,9.61
BRFL,01-Mar-14,451,-718,-484,-35.91
BRFL,01-Mar-15,558,-174,-133,-9.83
BRFL,01-Mar-16,597,69,28,2.12
BRFL,01-Mar-17,673,-225,-162,-8.73
BRFL,01-Mar-18,423,-362,-286,-9
BRFL,01-Mar-19,445,-2426,-1691,-53.25
BRFL,01-Mar-20,442,-2821,-1829,-57.62
BRFL,01-Mar-21,146,-479,-105,-3.32
BRFL,01-Mar-22,154,-1444,-1320,-39.52
BRIGADE,01-Mar-11,99,163,121,7.16
BRIGADE,01-Mar-12,60,67,57,3.38
BRIGADE,01-Mar-13,90,54,61,3.64
BRIGADE,01-Mar-14,113,124,90,5.46
BRIGADE,01-Mar-15,131,172,116,5.63
BRIGADE,01-Mar-16,199,219,139,7.3
BRIGADE,01-Mar-17,246,240,167,8.98
BRIGADE,01-Mar-18,259,196,133,6.82
BRIGADE,01-Mar-19,278,427,282,11.74
BRIGADE,01-Mar-20,340,161,114,6.39
BRIGADE,01-Mar-21,347,-125,-96,-2.2
BRIGADE,01-Mar-22,444,-15,-65,3.59
BRITANNIA,01-Mar-11,44,187,134,5.62
BRITANNIA,01-Mar-12,42,267,200,8.35
BRITANNIA,01-Mar-13,41,358,260,10.85
BRITANNIA,01-Mar-14,8,569,395,16.48
BRITANNIA,01-Mar-15,4,950,689,28.71
BRITANNIA,01-Mar-16,5,1220,825,34.36
BRITANNIA,01-Mar-17,5,1304,885,36.85
BRITANNIA,01-Mar-18,8,1518,1004,41.83
BRITANNIA,01-Mar-19,9,1768,1155,48.23
BRITANNIA,01-Mar-20,77,1844,1394,58.33
BRITANNIA,01-Mar-21,111,2514,1851,77.38
BRITANNIA,01-Mar-22,144,2078,1516,63.31
BRNL,01-Mar-13,17,-17,-17,-16.88
BRNL,01-Mar-14,51,-51,-61,-60.76
BRNL,01-Mar-15,41,-8,-26,-26.42
BRNL,01-Mar-16,50,-50,-93,-92.54
BRNL,01-Mar-17,31,-62,-62,-11.4
BRNL,01-Mar-18,44,35,23,2.78
BRNL,01-Mar-19,205,-37,-44,-4.56
BRNL,01-Mar-20,193,-12,-13,-1.9
BRNL,01-Mar-21,167,-125,-119,-13.61
BRNL,01-Mar-22,182,-408,-389,-44.83
BROOKS,01-Mar-21,3,-9,-19,-7.85
BROOKS,01-Mar-22,3,-24,-19,-6.55
BSELINFRA,01-Mar-11,0,-5,-5,-0.66
BSELINFRA,01-Mar-12,0,-280,-279,-33.81
BSELINFRA,01-Mar-13,0,0,0,-0.06
BSELINFRA,01-Mar-14,0,-30,-31,-3.76
BSELINFRA,01-Mar-15,0,-4,-5,-0.59
BSELINFRA,01-Mar-16,0,-3,-4,-0.44
BSELINFRA,01-Mar-17,0,4,3,0.35
BSELINFRA,01-Mar-18,0,1,1,0.07
BSELINFRA,01-Mar-19,0,-20,-20,-2.45
BSELINFRA,01-Mar-20,0,-6,-7,-0.79
BSELINFRA,01-Mar-21,0,1,0,0.06
BSELINFRA,01-Mar-22,0,6,5,0.59
BSLIMITED,01-Mar-09,13,19,12,
BSLIMITED,01-Mar-10,19,36,24,
BSLIMITED,01-Mar-11,34,77,51,1.16
BSLIMITED,01-Mar-12,54,84,58,1.34
BSLIMITED,01-Mar-13,75,97,64,1.45
BSLIMITED,01-Mar-14,108,105,70,1.6
BSLIMITED,01-Mar-15,141,113,75,1.71
BSLIMITED,01-Mar-16,185,110,76,1.72
BSLIMITED,01-Mar-17,104,-396,-390,-8.82
BSLIMITED,01-Mar-18,25,-821,-820,-18.57
BSOFT,01-Mar-11,4,110,95,5.38
BSOFT,01-Mar-12,7,189,148,
BSOFT,01-Mar-13,14,285,208,10.32
BSOFT,01-Mar-14,26,343,249,12.83
BSOFT,01-Mar-15,26,248,237,12.05
BSOFT,01-Mar-16,17,365,281,14.22
BSOFT,01-Mar-17,14,299,239,12.08
BSOFT,01-Mar-18,8,322,254,12.8
BSOFT,01-Mar-19,11,346,292,10.56
BSOFT,01-Mar-20,16,336,224,8.11
BSOFT,01-Mar-21,13,455,321,11.57
BSOFT,01-Mar-22,13,617,464,16.59
BURNPUR,01-Mar-08,1.75,2,1.42,0.33
BURNPUR,01-Mar-09,1.65,-0.31,-0.2,-0.05
BURNPUR,01-Mar-12,2.19,1.51,1.02,0.17
BURNPUR,01-Mar-13,2.55,4.74,3.17,0.5
BURNPUR,01-Mar-14,3.97,3.79,2.7,0.41
BURNPUR,01-Mar-15,4.54,1.73,1.17,0.14
BVCL,01-Mar-11,9,-4,-4,-1.7
BVCL,01-Mar-12,11,-10,-11,-4.81
BVCL,01-Mar-13,12,-5,-4,-2.02
BVCL,01-Mar-14,12,-8,-8,-3.45
BVCL,01-Mar-15,11,-1,-1,-0.45
BVCL,01-Mar-16,10,-9,-9,-3.91
BVCL,01-Mar-17,9,-2,-3,-1.23
BVCL,01-Mar-18,13,-2,-2,-1.03
BVCL,01-Mar-19,11,1,0,0.15
BVCL,01-Mar-20,11,6,6,2.74
BVCL,01-Mar-21,11,4,2,1.06
BVCL,01-Mar-22,10,-1,-5,-2.04
CAIRN,01-Dec-06,0,-13,-19,-0.12
CAIRN,01-Dec-07,2,126,-25,-0.14
CAIRN,01-Mar-09,6,988,803,4.24
CAIRN,01-Mar-10,15,1016,1051,5.54
CAIRN,01-Mar-11,300,6890,6334,33.31
CAIRN,01-Mar-12,226,8423,7938,41.62
CAIRN,01-Mar-13,69,12155,11920,62.4
CAIRN,01-Mar-14,41,12850,12432,65.17
CAIRN,01-Mar-15,20,5109,4480,23.89
CAIRN,01-Mar-16,27,-9435,-9432,-50.31
CALSOFT,01-Mar-11,10.58,-37.07,-20.89,-15.48
CALSOFT,01-Mar-12,9.62,-77.11,-75.08,-62.72
CALSOFT,01-Mar-13,8.81,-2.7,-2.75,-2.22
CALSOFT,01-Mar-14,9.68,-14.43,-14.48,-11.71
CALSOFT,01-Mar-15,9.03,-15.1,-15.1,-12.21
CALSOFT,01-Mar-16,7,-1.17,-1.17,-0.95
CALSOFT,01-Mar-17,0,1.75,1.75,1.42
CALSOFT,01-Mar-18,0,0.54,0.44,0.36
CALSOFT,01-Mar-19,0,-0.01,-0.21,-0.17
CALSOFT,01-Mar-20,0,0.09,0.06,0.05
CALSOFT,01-Mar-21,0,0.26,0.19,0.12
CALSOFT,01-Mar-22,0,6.32,4.34,2.81
CAMLINFINE,01-Mar-11,9,9,7,0.76
CAMLINFINE,01-Mar-12,17,11,4,0.4
CAMLINFINE,01-Mar-13,20,24,15,1.61
CAMLINFINE,01-Mar-14,25,35,29,3.04
CAMLINFINE,01-Mar-15,24,53,55,5.74
CAMLINFINE,01-Mar-16,24,50,36,3.71
CAMLINFINE,01-Mar-17,31,-6,-4,-1.08
CAMLINFINE,01-Mar-18,32,-31,-24,-2.44
CAMLINFINE,01-Mar-19,41,17,3,0.05
CAMLINFINE,01-Mar-20,48,58,30,2.5
CAMLINFINE,01-Mar-21,42,105,65,4
CAMLINFINE,01-Mar-22,41,94,60,3.87
CAMPUS,01-Mar-19,21,66,39,3947.58
CAMPUS,01-Mar-20,17,99,62,4.06
CAMPUS,01-Mar-21,17,70,27,1.77
CAMPUS,01-Mar-22,20,171,108,3.57
CANDC,01-Jun-07,21,42,33,
CANDC,01-Jun-08,37,52,41,
CANDC,01-Jun-09,75,49,33,
CANDC,01-Jun-10,95,102,62,29.12
CANDC,01-Jun-11,131,93,43,18.31
CANDC,01-Jun-12,210,-112,-119,-46.67
CANDC,01-Jun-13,204,-220,-254,-99.96
CANDC,01-Jun-14,214,-77,-94,-36.97
CANDC,01-Jun-15,203,-168,-176,-69.05
CANDC,01-Mar-16,212,-29,-25,-9.94
CANDC,01-Mar-17,261,26,14,5.58
CANDC,01-Mar-18,273,10,7,2.89
CAPACITE,01-Mar-13,1,-3,-4,-12.1
CAPACITE,01-Mar-14,4,11,4,10.21
CAPACITE,01-Mar-15,15,46,32,64.85
CAPACITE,01-Mar-16,32,74,49,84.84
CAPACITE,01-Mar-17,42,106,69,17.16
CAPACITE,01-Mar-18,40,122,80,11.72
CAPACITE,01-Mar-19,49,149,97,14.33
CAPACITE,01-Mar-20,65,103,91,13.41
CAPACITE,01-Mar-21,70,5,2,0.23
CAPACITE,01-Mar-22,67,60,44,6.48
CAPLIPOINT,01-Jun-11,1,8,6,0.83
CAPLIPOINT,01-Jun-12,1,11,8,1.06
CAPLIPOINT,01-Jun-13,1,22,14,1.85
CAPLIPOINT,01-Jun-14,1,36,26,3.42
CAPLIPOINT,01-Jun-15,1,53,41,5.43
CAPLIPOINT,01-Mar-16,0,60,46,6.05
CAPLIPOINT,01-Mar-17,1,121,96,12.65
CAPLIPOINT,01-Mar-18,1,188,145,19.15
CAPLIPOINT,01-Mar-19,1,227,177,23.35
CAPLIPOINT,01-Mar-20,0,269,215,28.42
CAPLIPOINT,01-Mar-21,2,314,251,32.03
CAPLIPOINT,01-Mar-22,1,386,308,39.56
CARBORUNIV,01-Mar-11,27,258,184,9.14
CARBORUNIV,01-Mar-12,25,323,233,11.7
CARBORUNIV,01-Mar-13,27,152,90,4.79
CARBORUNIV,01-Mar-14,28,154,95,4.87
CARBORUNIV,01-Mar-15,25,220,138,7.05
CARBORUNIV,01-Mar-16,23,237,155,7.65
CARBORUNIV,01-Mar-17,18,262,184,9.27
CARBORUNIV,01-Mar-18,9,322,220,11.41
CARBORUNIV,01-Mar-19,8,369,248,13.09
CARBORUNIV,01-Mar-20,6,351,275,14.38
CARBORUNIV,01-Mar-21,4,395,293,15
CARBORUNIV,01-Mar-22,6,477,350,17.56
CAREERP,01-Mar-11,0,35,23,12.84
CAREERP,01-Mar-12,0,42,30,16.43
CAREERP,01-Mar-13,2,42,30,16.62
CAREERP,01-Mar-14,5,12,9,5.39
CAREERP,01-Mar-15,5,4,5,3.21
CAREERP,01-Mar-16,5,22,14,7.98
CAREERP,01-Mar-17,6,30,21,11.56
CAREERP,01-Mar-18,7,30,22,12.22
CAREERP,01-Mar-19,6,32,24,13.29
CAREERP,01-Mar-20,7,38,27,14.97
CAREERP,01-Mar-21,5,6,0,0.08
CAREERP,01-Mar-22,3,28,23,12.6
CARERATING,01-Mar-12,0,150,108,37.69
CARERATING,01-Mar-13,0,160,114,39.78
CARERATING,01-Mar-14,0,181,130,44.63
CARERATING,01-Mar-15,1,197,138,47.53
CARERATING,01-Mar-16,0,178,120,40.68
CARERATING,01-Mar-17,0,212,148,50.13
CARERATING,01-Mar-18,0,233,162,55.13
CARERATING,01-Mar-19,0,202,138,46.66
CARERATING,01-Mar-20,1,104,83,27.96
CARERATING,01-Mar-21,1,119,91,30.39
CARERATING,01-Mar-22,0,99,77,25.34
CAROLINFO,01-Mar-06,1,15,13,3.6
CAROLINFO,01-Mar-13,3,346,273,77.17
CAROLINFO,01-Mar-14,27,28,22,6.13
CAROLINFO,01-Mar-15,30,28,23,6.36
CAROLINFO,01-Mar-16,29,76,60,17.03
CAROLINFO,01-Mar-17,27,87,67,19.04
CAROLINFO,01-Mar-18,27,61,53,14.93
CAROLINFO,01-Mar-19,26,58,52,14.8
CAROLINFO,01-Mar-20,36,73,56,15.82
CARTRADE,01-Mar-16,0,-146,-146,-461.48
CARTRADE,01-Mar-17,0,-37,-37,-107.09
CARTRADE,01-Mar-19,3,35,26,48.39
CARTRADE,01-Mar-20,4,39,31,63.43
CARTRADE,01-Mar-21,5,47,103,258.07
CARTRADE,01-Mar-22,7,-119,-121,-28.33
CASTEXTECH,01-Jun-08,31,431,353,15.73
CASTEXTECH,01-Jun-09,44,83,58,2.6
CASTEXTECH,01-Jun-10,83,111,79,3.12
CASTEXTECH,01-Jun-11,115,162,113,4.1
CASTEXTECH,01-Sep-14,374,395,267,9.62
CASTEXTECH,01-Sep-15,599,281,313,8.29
CASTEXTECH,01-Mar-16,410,-833,-615,-16.26
CASTEXTECH,01-Mar-17,807,-1541,-1081,-28.59
CASTEXTECH,01-Mar-18,643,-1893,-1893,-50.07
CASTEXTECH,01-Mar-19,13,-809,-809,-21.38
CASTEXTECH,01-Mar-20,8,-537,-537,-14.2
CASTEXTECH,01-Mar-21,12,-557,-557,-14.74
CCCL,01-Mar-11,61,83,47,2.54
CCCL,01-Mar-12,85,2,-10,-0.54
CCCL,01-Mar-13,109,-110,-79,-4.3
CCCL,01-Mar-14,117,-351,-246,-13.33
CCCL,01-Mar-15,130,-182,-183,-9.92
CCCL,01-Mar-16,141,-188,-188,-4.71
CCCL,01-Mar-17,147,-159,-159,-3.99
CCCL,01-Mar-18,124,-87,-87,-2.18
CCCL,01-Mar-19,116,-73,-72,-1.81
CCCL,01-Mar-20,110,-158,-157,-3.94
CCCL,01-Mar-21,83,-104,-103,-2.58
CCCL,01-Mar-22,78,-142,-141,-3.53
CCHHL,01-Mar-11,21,53,42,4.7
CCHHL,01-Mar-12,34,63,50,5.54
CCHHL,01-Mar-13,58,70,56,6.27
CCHHL,01-Mar-14,66,28,17,1.05
CCHHL,01-Mar-15,65,32,27,1.64
CCHHL,01-Mar-16,65,37,27,1.65
CCHHL,01-Mar-17,53,13,5,0.3
CCHHL,01-Mar-18,51,-41,-48,-2.95
CCHHL,01-Mar-19,51,-47,-54,-3.28
CCHHL,01-Mar-20,52,-87,-92,-5.64
CCHHL,01-Mar-21,29,-45,-49,-2.99
CCHHL,01-Mar-22,18,-41,-44,-2.67
CCL,01-Mar-11,16,39,26,1.99
CCL,01-Mar-12,15,54,36,2.72
CCL,01-Mar-13,21,74,47,3.57
CCL,01-Mar-14,17,100,64,4.84
CCL,01-Mar-15,14,134,94,7.06
CCL,01-Mar-16,11,167,122,9.18
CCL,01-Mar-17,11,189,135,10.12
CCL,01-Mar-18,8,202,148,11.14
CCL,01-Mar-19,8,209,155,11.64
CCL,01-Mar-20,18,225,166,12.47
CCL,01-Mar-21,17,235,182,13.7
CCL,01-Mar-22,16,261,204,15.36
CEATLTD,01-Mar-11,102,42,27,7.76
CEATLTD,01-Mar-12,196,24,18,5.31
CEATLTD,01-Mar-13,196,166,120,35.1
CEATLTD,01-Mar-14,187,403,271,75.44
CEATLTD,01-Mar-15,142,472,314,78.41
CEATLTD,01-Mar-16,101,587,436,108.17
CEATLTD,01-Mar-17,90,466,359,89.28
CEATLTD,01-Mar-18,104,367,233,58.83
CEATLTD,01-Mar-19,93,376,251,62.35
CEATLTD,01-Mar-20,154,304,230,57.17
CEATLTD,01-Mar-21,179,484,432,106.81
CEATLTD,01-Mar-22,210,95,71,17.6
CENTUM,01-Mar-11,6,11,6,4.02
CENTUM,01-Mar-12,6,13,9,5.81
CENTUM,01-Mar-13,6,15,10,7.5
CENTUM,01-Mar-14,8,62,44,27.9
CENTUM,01-Mar-15,5,87,60,34.49
CENTUM,01-Mar-16,7,36,26,20.74
CENTUM,01-Mar-17,18,46,37,26.93
CENTUM,01-Mar-18,22,-14,-15,-14.74
CENTUM,01-Mar-19,35,27,27,21.91
CENTUM,01-Mar-20,37,23,16,15.47
CENTUM,01-Mar-21,30,19,12,13.32
CENTUM,01-Mar-22,26,-52,-53,-23.7
CENTURYPLY,01-Mar-11,23,184,190,6.96
CENTURYPLY,01-Mar-12,59,156,150,5.52
CENTURYPLY,01-Mar-13,40,62,58,2.48
CENTURYPLY,01-Mar-14,60,63,63,2.71
CENTURYPLY,01-Mar-15,46,180,150,6.7
CENTURYPLY,01-Mar-16,48,200,170,7.6
CENTURYPLY,01-Mar-17,30,245,193,8.57
CENTURYPLY,01-Mar-18,36,212,166,7.34
CENTURYPLY,01-Mar-19,47,202,149,6.68
CENTURYPLY,01-Mar-20,39,177,125,6.78
CENTURYPLY,01-Mar-21,13,260,191,8.62
CENTURYPLY,01-Mar-22,11,468,313,14.09
CENTURYTEX,01-Mar-17,551,122,105,9.4
CENTURYTEX,01-Mar-18,212,532,372,33.27
CENTURYTEX,01-Mar-19,102,6330,6063,542.81
CENTURYTEX,01-Mar-20,87,267,360,32.7
CENTURYTEX,01-Mar-21,71,-35,-34,-2.73
CENTURYTEX,01-Mar-22,52,212,162,14.91
CERA,01-Mar-16,5,129,83,64.17
CERA,01-Mar-17,10,158,100,78.23
CERA,01-Mar-18,10,155,106,79.33
CERA,01-Mar-19,9,180,115,88.51
CERA,01-Mar-20,10,135,111,87.08
CERA,01-Mar-21,10,134,100,77.48
CERA,01-Mar-22,5,209,153,116.18
CEREBRAINT,01-Sep-11,0,2,2,0.39
CEREBRAINT,01-Sep-12,1,5,3,0.62
CEREBRAINT,01-Sep-13,1,6,6,1.11
CEREBRAINT,01-Mar-14,1,2,2,0.3
CEREBRAINT,01-Mar-15,3,3,2,0.22
CEREBRAINT,01-Mar-16,3,2,2,0.17
CEREBRAINT,01-Mar-17,1,13,12,1.04
CEREBRAINT,01-Mar-18,2,42,35,2.69
CEREBRAINT,01-Mar-19,4,20,6,0.36
CEREBRAINT,01-Mar-20,3,14,12,0.94
CEREBRAINT,01-Mar-21,4,4,1,0.14
CEREBRAINT,01-Mar-22,6,40,27,2.26
CGPOWER,01-Mar-11,34,1191,889,13.85
CGPOWER,01-Mar-12,57,550,373,5.82
CGPOWER,01-Mar-13,95,64,-37,-0.56
CGPOWER,01-Mar-14,137,495,244,3.9
CGPOWER,01-Mar-15,105,12,22,0.37
CGPOWER,01-Mar-16,80,-394,-461,-7.33
CGPOWER,01-Mar-17,186,-463,-491,-7.83
CGPOWER,01-Mar-18,426,-613,-715,-11.47
CGPOWER,01-Mar-19,432,-475,-507,-8.03
CGPOWER,01-Mar-20,365,-1407,-1331,-21.12
CGPOWER,01-Mar-21,206,1427,1280,9.68
CGPOWER,01-Mar-22,82,1035,913,6.33
CHALET,01-Mar-14,137,-141,-109,-7.15
CHALET,01-Mar-15,161,-141,-126,-8.31
CHALET,01-Mar-16,216,-166,-112,-7.39
CHALET,01-Mar-17,218,79,127,8.38
CHALET,01-Mar-18,212,-145,-93,-5.43
CHALET,01-Mar-19,266,-18,-8,-0.37
CHALET,01-Mar-20,146,101,100,5.01
CHALET,01-Mar-21,152,-248,-139,-6.78
CHALET,01-Mar-22,144,-153,-81,-3.98
CHAMBLFERT,01-Mar-11,127,343,216,5.78
CHAMBLFERT,01-Mar-12,130,464,129,3.8
CHAMBLFERT,01-Mar-13,140,372,212,5.73
CHAMBLFERT,01-Mar-14,209,289,235,5.87
CHAMBLFERT,01-Mar-15,164,459,280,7.08
CHAMBLFERT,01-Mar-16,267,308,147,5.31
CHAMBLFERT,01-Mar-17,255,544,359,8.7
CHAMBLFERT,01-Mar-18,157,740,495,11.99
CHAMBLFERT,01-Mar-19,247,832,585,14.18
CHAMBLFERT,01-Mar-20,504,1327,1226,29.46
CHAMBLFERT,01-Mar-21,291,2360,1748,39.76
CHAMBLFERT,01-Mar-22,109,2231,1566,37.62
CHEMBOND,01-Mar-11,3,24,16,10.65
CHEMBOND,01-Mar-12,4,21,14,9.87
CHEMBOND,01-Mar-13,5,16,8,5.47
CHEMBOND,01-Mar-14,4,15,9,5.8
CHEMBOND,01-Mar-15,4,20,14,9.31
CHEMBOND,01-Mar-16,2,195,156,114.66
CHEMBOND,01-Mar-17,1,30,23,14.37
CHEMBOND,01-Mar-18,1,28,24,16.34
CHEMBOND,01-Mar-19,1,24,20,12.88
CHEMBOND,01-Mar-20,1,8,3,1.39
CHEMBOND,01-Mar-21,0,29,20,15.12
CHEMBOND,01-Mar-22,1,21,14,10.35
CHEMFAB,01-Mar-20,4,27,25,18.26
CHEMFAB,01-Mar-21,3,2,-8,-5.78
CHEMFAB,01-Mar-22,1,39,29,20.34
CHEMPLAST,01-Mar-19,48,193,118,14.81
CHEMPLAST,01-Mar-20,95,72,46,6.88
CHEMPLAST,01-Mar-21,433,547,410,30.59
CHEMPLAST,01-Mar-22,322,796,649,41.03
CHEMPLASTS,01-Mar-19,48,193,118,14.81
CHEMPLASTS,01-Mar-20,95,72,46,6.88
CHEMPLASTS,01-Mar-21,433,547,410,30.59
CHEMPLASTS,01-Mar-22,322,796,649,41.03
CHENNPETRO,01-Mar-15,405,-727,-33,-2.23
CHENNPETRO,01-Mar-16,353,778,762,51.14
CHENNPETRO,01-Mar-17,274,1386,1051,70.57
CHENNPETRO,01-Mar-18,322,1473,927,62.27
CHENNPETRO,01-Mar-19,421,-290,-205,-13.79
CHENNPETRO,01-Mar-20,415,-2995,-2056,-138.1
CHENNPETRO,01-Mar-21,376,1296,257,17.28
CHENNPETRO,01-Mar-22,413,1841,1352,90.79
CHETTINAD,01-Mar-15,77,271,233,60.15
CHETTINAD,01-Mar-16,19,621,461,2409000
CHOICEIN,01-Mar-11,1,5,3,1.61
CHOICEIN,01-Mar-12,3,5,4,1.95
CHOICEIN,01-Mar-13,3,6,4,1.46
CHOICEIN,01-Mar-14,9,6,3,1.4
CHOICEIN,01-Mar-15,17,6,5,2.04
CHOICEIN,01-Mar-16,19,7,4,1.72
CHOICEIN,01-Mar-17,19,10,6,2.52
CHOICEIN,01-Mar-18,21,16,12,2.45
CHOICEIN,01-Mar-19,20,12,6,1.18
CHOICEIN,01-Mar-20,17,18,12,2.49
CHOICEIN,01-Mar-21,15,23,17,2.34
CHOICEIN,01-Mar-22,15,74,54,5.38
CHOLAHLDNG,01-Mar-11,646,335,224,10.55
CHOLAHLDNG,01-Mar-12,1072,536,352,14.43
CHOLAHLDNG,01-Mar-13,1520,674,458,15.45
CHOLAHLDNG,01-Mar-14,1896,789,518,16.66
CHOLAHLDNG,01-Mar-15,2103,1003,684,22.68
CHOLAHLDNG,01-Mar-16,976,1374,1181,55.47
CHOLAHLDNG,01-Mar-17,0,295,538,24.26
CHOLAHLDNG,01-Mar-18,2655,1695,1127,29.32
CHOLAHLDNG,01-Mar-19,3587,2135,1415,37.12
CHOLAHLDNG,01-Mar-20,4592,1806,1165,29.34
CHOLAHLDNG,01-Mar-21,4608,2400,1764,43.93
CHOLAHLDNG,01-Mar-22,4328,3044,2239,54.49
CHROMATIC,01-Mar-11,0,1,1,0.12
CHROMATIC,01-Mar-12,0,9,8,1.16
CHROMATIC,01-Mar-13,1,0,0,0.03
CHROMATIC,01-Mar-14,1,0,0,0
CHROMATIC,01-Mar-15,1,0,0,0
CHROMATIC,01-Mar-16,0,0,0,-0.02
CHROMATIC,01-Mar-17,0,0,0,0
CHROMATIC,01-Mar-18,0,0,0,-0.04
CHROMATIC,01-Mar-19,0,0,0,-0.06
CHROMATIC,01-Mar-20,0,-1,-3,-0.37
CIGNITITEC,01-Mar-12,0,2,1,0.7
CIGNITITEC,01-Mar-13,0,7,5,2.65
CIGNITITEC,01-Mar-14,1,33,26,12.27
CIGNITITEC,01-Mar-15,3,31,25,10.25
CIGNITITEC,01-Mar-16,6,84,50,19.48
CIGNITITEC,01-Mar-17,16,-387,-395,-148.94
CIGNITITEC,01-Mar-18,17,33,32,12.14
CIGNITITEC,01-Mar-19,15,142,147,53.52
CIGNITITEC,01-Mar-20,8,131,122,43.67
CIGNITITEC,01-Mar-21,6,141,105,37.6
CIGNITITEC,01-Mar-22,5,122,92,32.7
CINELINE,01-Mar-07,5.05,16.77,11.47,
CINELINE,01-Mar-08,3.46,20.12,13.73,
CINELINE,01-Mar-09,6.31,15.17,11.05,
CINELINE,01-Mar-10,8.07,6.42,16.96,
CINELINE,01-Mar-11,11.12,5.03,5.45,
CINELINE,01-Mar-12,15.13,-2.2,3.51,
CINELINE,01-Mar-19,9.62,13.52,9.85,3.52
CINELINE,01-Mar-20,18.34,9.63,7.63,2.72
CINELINE,01-Mar-21,22.26,7.63,4.79,1.71
CINELINE,01-Mar-22,35.02,-37.74,-35.46,-11.78
CINEMAX,01-Mar-13,12,40,30,10.7
CINEMAXIN,01-Mar-13,12,40,30,10.7
CINEVISTA,01-Mar-11,3,-2,-3,-0.49
CINEVISTA,01-Mar-12,3,0,0,-0.03
