Symbol,Report Date,Interest,Profit before tax,Net Profit,EPS
RSSOFTWARE,01-Mar-13,1,50,38,15.67
RSSOFTWARE,01-Mar-14,1,77,54,20.93
RSSOFTWARE,01-Mar-15,0,99,67,26.22
RSSOFTWARE,01-Mar-16,0,14,11,4.13
RSSOFTWARE,01-Mar-17,0,-27,-17,-6.35
RSSOFTWARE,01-Mar-18,0,-39,-26,-10.04
RSSOFTWARE,01-Mar-19,1,-35,-28,-10.56
RSSOFTWARE,01-Mar-20,17,-45,-74,-27.99
RSSOFTWARE,01-Mar-21,1,-21,-21,-7.8
RSSOFTWARE,01-Mar-22,0,-12,-16,-5.89
RSWM,01-Mar-11,88,196,138,28.89
RSWM,01-Mar-12,117,-64,-53,-9.23
RSWM,01-Mar-13,133,107,73,15.49
RSWM,01-Mar-14,136,160,102,21.74
RSWM,01-Mar-15,125,117,86,18.65
RSWM,01-Mar-16,126,153,112,24.24
RSWM,01-Mar-17,110,118,104,22.1
RSWM,01-Mar-18,117,28,21,4.45
RSWM,01-Mar-19,120,-47,-38,-8.13
RSWM,01-Mar-20,109,-13,-13,-2.85
RSWM,01-Mar-21,83,3,21,4.42
RSWM,01-Mar-22,68,290,246,52.28
RSYSTEMS,01-Dec-10,1,15,17,1.36
RSYSTEMS,01-Dec-11,1,21,17,1.34
RSYSTEMS,01-Dec-12,1,29,18,1.47
RSYSTEMS,01-Dec-13,1,72,53,4.16
RSYSTEMS,01-Dec-14,1,112,78,6.13
RSYSTEMS,01-Dec-15,1,128,98,7.71
RSYSTEMS,01-Dec-16,1,76,54,4.33
RSYSTEMS,01-Dec-17,0,35,23,1.82
RSYSTEMS,01-Dec-18,0,63,51,4.12
RSYSTEMS,01-Dec-19,2,72,58,4.83
RSYSTEMS,01-Dec-20,6,96,82,6.84
RSYSTEMS,01-Dec-21,5,170,141,11.96
RUCHI,01-Mar-08,199,264,166,8.62
RUCHI,01-Mar-09,195,157,97,5.06
RUCHI,01-Mar-10,186,281,178,6.65
RUCHI,01-Mar-11,291,338,234,6.77
RUCHI,01-Mar-12,722,196,88,2.61
RUCHI,01-Mar-13,676,361,283,8.18
RUCHI,01-Mar-14,712,40,0,0.01
RUCHI,01-Mar-15,613,102,73,2.4
RUCHI,01-Mar-16,1439,-1393,-1274,-38.12
RUCHI,01-Mar-17,972,-1736,-1363,-39.26
RUCHI,01-Mar-18,971,-6186,-5755,-168.74
RUCHI,01-Mar-19,143,-88,-88,-0.31
RUCHINFRA,01-Mar-11,20,24,22,1.02
RUCHINFRA,01-Mar-12,38,14,10,0.47
RUCHINFRA,01-Mar-13,25,17,6,0.28
RUCHINFRA,01-Mar-14,29,-3,1,0.05
RUCHINFRA,01-Mar-15,31,9,3,0.15
RUCHINFRA,01-Mar-16,36,-3,-5,-0.26
RUCHINFRA,01-Mar-17,34,-7,-7,-0.34
RUCHINFRA,01-Mar-18,22,-13,-9,-0.42
RUCHINFRA,01-Mar-19,19,-18,-16,-0.76
RUCHINFRA,01-Mar-20,17,-6,-6,-0.3
RUCHINFRA,01-Mar-21,13,-5,-5,-0.26
RUCHINFRA,01-Mar-22,11,51,37,1.81
RUCHISOYA,01-Mar-08,199,264,166,8.62
RUCHISOYA,01-Mar-09,195,157,97,5.06
RUCHISOYA,01-Mar-10,186,281,178,6.65
RUCHISOYA,01-Mar-11,291,338,234,6.77
RUCHISOYA,01-Mar-12,722,196,88,2.61
RUCHISOYA,01-Mar-13,676,361,283,8.18
RUCHISOYA,01-Mar-14,712,40,0,0.01
RUCHISOYA,01-Mar-15,613,102,73,2.4
RUCHISOYA,01-Mar-16,1439,-1393,-1274,-38.12
RUCHISOYA,01-Mar-17,972,-1736,-1363,-39.26
RUCHISOYA,01-Mar-18,971,-6186,-5755,-168.74
RUCHISOYA,01-Mar-19,143,-88,-88,-0.31
RUPA,01-Mar-11,16,51,34,42.38
RUPA,01-Mar-12,22,63,44,5.48
RUPA,01-Mar-13,21,96,65,8.15
RUPA,01-Mar-14,25,102,66,8.31
RUPA,01-Mar-15,24,104,68,8.57
RUPA,01-Mar-16,19,102,66,8.29
RUPA,01-Mar-17,11,115,72,9.09
RUPA,01-Mar-18,8,134,86,10.84
RUPA,01-Mar-19,19,119,74,9.33
RUPA,01-Mar-20,19,84,62,7.78
RUPA,01-Mar-21,13,237,175,22.04
RUPA,01-Mar-22,19,247,192,24.12
RVHL,01-Mar-20,0,-18.97,-25.25,
RVHL,01-Mar-21,0.02,-4.64,-4.73,-0.77
RVHL,01-Mar-22,0.24,-0.16,-0.02,0
RVNL,01-Mar-15,15,248,337,1.62
RVNL,01-Mar-16,23,370,429,2.06
RVNL,01-Mar-17,35,543,443,2.13
RVNL,01-Mar-18,45,664,570,2.73
RVNL,01-Mar-19,52,839,688,3.3
RVNL,01-Mar-20,41,958,757,3.63
RVNL,01-Mar-21,458,1207,992,4.76
RVNL,01-Mar-22,564,1502,1183,5.67
S&SPOWER,01-Mar-13,126,-876,-876,-1412.35
S&SPOWER,01-Mar-14,138,237,243,391.97
S&SPOWER,01-Mar-15,2,1,1,1.4
S&SPOWER,01-Mar-16,2,6,6,6.27
S&SPOWER,01-Mar-17,3,0,0,0.48
S&SPOWER,01-Mar-18,3,5,4,4.85
S&SPOWER,01-Mar-19,3,-4,-4,-3.32
S&SPOWER,01-Mar-20,4,-16,-15,-23.19
S&SPOWER,01-Mar-21,5,-2,-2,-2.56
S&SPOWER,01-Mar-22,6,-15,-16,-21.15
SABERORGAN,01-Mar-08,15,8,6,2.02
SABERORGAN,01-Mar-09,18,29,20,7
SABERORGAN,01-Mar-10,17,61,39,11.44
SABERORGAN,01-Mar-11,15,17,11,3.12
SABERORGAN,01-Mar-12,29,-77,-64,-18.78
SABERORGAN,01-Mar-13,30,8,8,2.26
SABERORGAN,01-Mar-14,30,34,32,9.53
SABTN,01-Mar-11,6,-17,-11,-5
SABTN,01-Mar-12,20,-34,-23,-9.18
SABTN,01-Mar-13,18,0,1,0.36
SABTN,01-Mar-14,19,8,5,1.74
SABTN,01-Mar-15,8,11,9,2.46
SABTN,01-Mar-16,16,14,13,3.75
SABTN,01-Mar-17,15,8,5,1.52
SABTN,01-Mar-18,16,-44,-53,-15.11
SABTN,01-Mar-19,12,-44,-44,-12.5
SABTN,01-Mar-20,13,-37,-37,-10.55
SABTN,01-Mar-21,4,-25,-25,-7.15
SABTN,01-Mar-22,0,-21,-21,-6.09
SADBHAV,01-Mar-11,142,141,77,6.19
SADBHAV,01-Mar-12,156,200,117,8.13
SADBHAV,01-Mar-13,304,18,-30,0.5
SADBHAV,01-Mar-14,452,12,26,2.93
SADBHAV,01-Mar-15,617,-198,-235,-10.23
SADBHAV,01-Mar-16,1075,-199,-221,-6.02
SADBHAV,01-Mar-17,1191,-162,-172,-3.15
SADBHAV,01-Mar-18,1313,-76,-114,-0.18
SADBHAV,01-Mar-19,1329,79,-54,1.23
SADBHAV,01-Mar-20,1411,1206,1106,46.21
SADBHAV,01-Mar-21,1003,-239,-237,-9.03
SADBHAV,01-Mar-22,975,-735,-728,-42.18
SADBHIN,01-Mar-11,40,15,7,4.09
SADBHIN,01-Mar-12,72,23,8,4.05
SADBHIN,01-Mar-13,195,-47,-59,-17.56
SADBHIN,01-Mar-14,355,-184,-196,-59.96
SADBHIN,01-Mar-15,526,-343,-346,-11.04
SADBHIN,01-Mar-16,977,-363,-353,-9.67
SADBHIN,01-Mar-17,1056,-352,-360,-10.03
SADBHIN,01-Mar-18,1141,-297,-338,-9.34
SADBHIN,01-Mar-19,1175,-187,-248,-6.96
SADBHIN,01-Mar-20,1276,1103,1029,29.35
SADBHIN,01-Mar-21,877,-240,-278,-7.9
SADBHIN,01-Mar-22,850,-38,-21,-0.6
SAFARI,01-Mar-14,6,1,0,0.08
SAFARI,01-Mar-15,3,6,4,2.14
SAFARI,01-Mar-16,3,12,8,3.73
SAFARI,01-Mar-17,4,16,10,4.89
SAFARI,01-Mar-18,3,34,22,9.68
SAFARI,01-Mar-19,4,41,27,12.19
SAFARI,01-Mar-20,10,40,31,13.71
SAFARI,01-Mar-21,6,-29,-21,-9.34
SAFARI,01-Mar-22,5,29,22,9.99
SAGARDEEP,01-Mar-15,2.6,0.84,0.73,0.58
SAGARDEEP,01-Mar-16,1.95,0.9,0.44,0.35
SAGARDEEP,01-Mar-17,1.58,0.56,0.34,0.2
SAGARDEEP,01-Mar-18,0.88,0.73,0.47,0.27
SAGARDEEP,01-Mar-19,1.01,2.32,1.69,0.99
SAGARDEEP,01-Mar-20,0.96,0.29,0.23,0.13
SAGARDEEP,01-Mar-21,0.82,0.09,0.14,0.08
SAGARDEEP,01-Mar-22,1.05,0.81,0.51,0.3
SAGCEM,01-Mar-06,4,5,5,0.73
SAGCEM,01-Mar-07,3,42,31,4.73
SAGCEM,01-Mar-08,4,54,33,4.94
SAGCEM,01-Mar-09,16,29,19,2.54
SAGCEM,01-Mar-10,30,32,20,2.58
SAGCEM,01-Mar-16,42,51,44,5.09
SAGCEM,01-Mar-17,62,4,-4,-0.38
SAGCEM,01-Mar-18,59,46,26,2.57
SAGCEM,01-Mar-19,63,23,14,1.33
SAGCEM,01-Mar-20,61,50,27,2.4
SAGCEM,01-Mar-21,47,281,186,15.88
SAGCEM,01-Mar-22,92,104,59,5.89
SAIL,01-Mar-11,572,7384,5014,
SAIL,01-Mar-12,1085,5282,3594,8.7
SAIL,01-Mar-13,846,3460,2329,5.64
SAIL,01-Mar-14,1047,3346,2652,6.42
SAIL,01-Mar-15,1555,2245,1939,4.93
SAIL,01-Mar-16,2300,-7114,-4176,-10.11
SAIL,01-Mar-17,2528,-4716,-2756,-6.67
SAIL,01-Mar-18,2823,-527,-281,-0.68
SAIL,01-Mar-19,3155,3549,2349,5.69
SAIL,01-Mar-20,3487,3302,2121,5.13
SAIL,01-Mar-21,2817,7206,4148,10.04
SAIL,01-Mar-22,1698,16292,12243,29.64
SAKAR,01-Mar-20,2,12,10,6.43
SAKAR,01-Mar-21,2,13,11,6.84
SAKAR,01-Mar-22,3,19,15,8.87
SAKHTISUG,01-Jun-06,101,94,94,
SAKHTISUG,01-Jun-07,118,26,26,
SAKHTISUG,01-Dec-08,234,-133,-122,
SAKHTISUG,01-Dec-09,105,41,27,7.61
SAKHTISUG,01-Mar-11,246,-117,-93,-25.48
SAKHTISUG,01-Mar-12,190,-52,-53,-14.7
SAKHTISUG,01-Mar-13,216,-114,-91,-24.83
SAKHTISUG,01-Mar-14,274,229,295,30.17
SAKHTISUG,01-Mar-15,131,-49,-41,-4.27
SAKHTISUG,01-Mar-16,81,-75,-47,-4.94
SAKHTISUG,01-Mar-17,140,43,39,3.31
SAKHTISUG,01-Mar-18,150,-252,-177,-14.9
SAKSOFT,01-Mar-11,4,6,5,0.5
SAKSOFT,01-Mar-12,4,9,7,0.69
SAKSOFT,01-Mar-13,4,12,11,1.07
SAKSOFT,01-Mar-14,4,19,15,1.46
SAKSOFT,01-Mar-15,4,23,17,1.61
SAKSOFT,01-Mar-16,4,33,22,1.78
SAKSOFT,01-Mar-17,5,29,20,1.63
SAKSOFT,01-Mar-18,5,34,24,2.08
SAKSOFT,01-Mar-19,5,52,38,3.48
SAKSOFT,01-Mar-20,5,53,39,3.67
SAKSOFT,01-Mar-21,3,58,45,4.33
SAKSOFT,01-Mar-22,3,80,63,6
SAKUMA,01-Mar-12,6,11,8,0.45
SAKUMA,01-Mar-13,4,9,7,0.39
SAKUMA,01-Mar-14,6,21,18,0.99
SAKUMA,01-Mar-15,3,24,20,1.19
SAKUMA,01-Mar-16,12,37,32,1.96
SAKUMA,01-Mar-17,16,45,36,2.21
SAKUMA,01-Mar-18,17,59,49,2.3
SAKUMA,01-Mar-19,9,88,70,3.27
SAKUMA,01-Mar-20,2,24,18,0.86
SAKUMA,01-Mar-21,5,14,11,0.47
SAKUMA,01-Mar-22,4,34,27,1.17
SALASAR,01-Mar-12,6,6,5,0.48
SALASAR,01-Mar-13,8,7,5,0.51
SALASAR,01-Mar-14,11,10,6,0.6
SALASAR,01-Mar-15,10,10,6,0.63
SALASAR,01-Mar-16,9,17,11,1.11
SALASAR,01-Mar-17,7,29,19,0.94
SALASAR,01-Mar-18,8,43,30,1.11
SALASAR,01-Mar-19,16,53,33,1.25
SALASAR,01-Mar-20,21,28,22,0.84
SALASAR,01-Mar-21,18,44,30,1.04
SALASAR,01-Mar-22,22,42,31,1.1
SALORAINTL,01-Mar-08,5,33,23,26.46
SALORAINTL,01-Mar-09,11,1,0,0.1
SALORAINTL,01-Mar-10,7,-9,-5,-6.05
SALORAINTL,01-Mar-11,8,-13,-9,-10.34
SALORAINTL,01-Mar-12,10,-11,-8,-9.02
SALORAINTL,01-Mar-13,8,1,2,2.87
SALORAINTL,01-Mar-14,7,1,2,1.76
SALORAINTL,01-Mar-15,6,-1,0,-0.33
SALORAINTL,01-Mar-16,7,-1,-1,-0.84
SALORAINTL,01-Mar-17,7,-3,-2,-2.59
SALORAINTL,01-Mar-18,7,-15,-10,-11.75
SALORAINTL,01-Mar-19,7,-3,-5,-5.84
SALZERELEC,01-Mar-06,2,3,2,
SALZERELEC,01-Mar-20,21,32,27,16.96
SALZERELEC,01-Mar-21,21,28,21,12.84
SALZERELEC,01-Mar-22,20,33,24,14.13
SAMBANDAM,01-Mar-16,12,1,0,0.77
SAMBANDAM,01-Mar-17,12,10,5,11.44
SAMBANDAM,01-Mar-18,10,4,4,8.32
SAMBANDAM,01-Mar-19,9,6,5,10.79
SAMBANDAM,01-Mar-20,9,3,2,5.42
SAMBANDAM,01-Mar-21,11,10,8,19.04
SAMBANDAM,01-Mar-22,13,22,15,35.53
SAMBHAAV,01-Mar-14,3.38,3.25,2.52,0.17
SAMBHAAV,01-Mar-15,2.87,3.19,3.54,0.24
SAMBHAAV,01-Mar-16,2.04,8.4,5.55,0.38
SAMBHAAV,01-Mar-17,2.61,4.73,3.35,0.21
SAMBHAAV,01-Mar-18,2.43,5.61,4.06,0.21
SAMBHAAV,01-Mar-19,2.03,3.72,2.57,0.13
SAMBHAAV,01-Mar-20,2.86,0.12,0.52,0.03
SAMBHAAV,01-Mar-21,2.91,-1.94,-1.66,-0.09
SAMBHAAV,01-Mar-22,2.1,0.25,0.01,0
SAMTEL,01-Mar-06,37,-9,-8,
SAMTEL,01-Jun-07,82,-92,-70,-15.03
SAMTEL,01-Jun-08,58,-113,-73,-14.28
SAMTEL,01-Mar-09,46,-101,-76,-14.73
SAMTEL,01-Mar-10,32,76,77,14.38
SAMTEL,01-Mar-11,28,-83,-83,-9.68
SAMTEL,01-Mar-12,49,-242,-255,-29.82
SAMTEL,01-Mar-13,59,-456,-460,-53.78
SAMTEL,01-Mar-14,37,-72,-72,-8.46
SAMTEL,01-Mar-15,11,-33,-37,-4.29
SANCO,01-Mar-15,5,3,3,3.21
SANCO,01-Mar-16,6,4,3,2.91
SANCO,01-Mar-17,7,4,3,2.96
SANCO,01-Mar-18,7,6,4,3.96
SANCO,01-Mar-19,7,1,1,0.9
SANCO,01-Mar-20,2,0,0,0.35
SANCO,01-Mar-21,0,-23,-23,-20.27
SANDESH,01-Mar-07,1,16,9,
SANDESH,01-Mar-08,4,38,26,
SANDESH,01-Mar-16,2,123,80,105.56
SANDESH,01-Mar-17,1,113,73,96.19
SANDESH,01-Mar-18,0,126,83,109.44
SANDESH,01-Mar-19,0,99,65,85.62
SANDESH,01-Mar-20,0,77,61,80.72
SANDESH,01-Mar-21,0,117,90,118.87
SANDESH,01-Mar-22,0,118,90,118.68
SANDHAR,01-Mar-15,41,51,38,7.48
SANDHAR,01-Mar-16,42,45,34,6.54
SANDHAR,01-Mar-17,43,52,42,8.07
SANDHAR,01-Mar-18,43,97,66,10.8
SANDHAR,01-Mar-19,24,145,96,15.81
SANDHAR,01-Mar-20,20,78,57,9.45
SANDHAR,01-Mar-21,16,78,58,9.59
SANDHAR,01-Mar-22,18,81,56,9.26
SANGAMIND,01-Mar-17,64,61,53,13.43
SANGAMIND,01-Mar-18,63,10,29,7.26
SANGAMIND,01-Mar-19,67,21,13,3.36
SANGAMIND,01-Mar-20,69,20,13,3.37
SANGAMIND,01-Mar-21,49,2,4,0.97
SANGAMIND,01-Mar-22,48,184,140,32.23
SANGHVIFOR,01-Mar-09,1,4,2,
SANGHVIFOR,01-Mar-10,1,4,2,
SANGHVIFOR,01-Mar-11,2,6,4,
SANGHVIFOR,01-Mar-14,9,-10,-8,-5.85
SANGHVIFOR,01-Mar-15,16,-8,-8,-5.86
SANGHVIFOR,01-Mar-16,16,-10,-10,-6.98
SANGHVIFOR,01-Mar-17,17,-23,-23,-15.28
SANGHVIFOR,01-Mar-18,17,-23,-23,-15.54
SANGHVIFOR,01-Mar-19,16,-20,-20,-13.47
SANGHVIFOR,01-Mar-20,2,-5,-5,-3.57
SANSERA,01-Mar-19,54,165,98,20.5
SANSERA,01-Mar-20,61,89,80,17.11
SANSERA,01-Mar-21,50,146,110,23.01
SANSERA,01-Mar-22,53,178,132,25.01
SANWARIA,01-Mar-08,9.77,64.35,43.32,
SANWARIA,01-Mar-09,10.57,57.2,38.07,
SANWARIA,01-Mar-19,83.2,197.78,157.89,2.14
SANWARIA,01-Mar-20,65.28,-1220.58,-1219.62,-16.57
SANWARIA,01-Mar-21,0,-8.79,-7.66,-0.1
SANWARIA,01-Mar-22,0,-8.01,-6.73,-0.09
SAPPHIRE,01-Mar-18,2,-40,-41,-9.85
SAPPHIRE,01-Mar-19,18,-44,-45,-10.36
SAPPHIRE,01-Mar-20,72,-161,-159,-31.35
SAPPHIRE,01-Mar-21,76,-99,-100,-18.65
SAPPHIRE,01-Mar-22,78,51,46,7.31
SARDAEN,01-Mar-11,36,93,72,19.95
SARDAEN,01-Mar-12,72,79,88,24.31
SARDAEN,01-Mar-13,69,201,162,45.05
SARDAEN,01-Mar-14,123,154,92,25.39
SARDAEN,01-Mar-15,120,87,56,15.27
SARDAEN,01-Mar-16,112,39,13,3.5
SARDAEN,01-Mar-17,94,150,127,36.6
SARDAEN,01-Mar-18,97,294,205,56.17
SARDAEN,01-Mar-19,99,324,207,56.36
SARDAEN,01-Mar-20,82,179,128,35.05
SARDAEN,01-Mar-21,79,495,376,103.99
SARDAEN,01-Mar-22,147,1108,807,223.07
SAREGAMA,01-Mar-11,5,-18,-14,-0.77
SAREGAMA,01-Mar-12,4,10,1,0.06
SAREGAMA,01-Mar-13,3,7,7,0.47
SAREGAMA,01-Mar-14,3,22,17,1.09
SAREGAMA,01-Mar-15,1,6,6,0.39
SAREGAMA,01-Mar-16,0,9,7,0.39
SAREGAMA,01-Mar-17,2,16,9,0.48
SAREGAMA,01-Mar-18,3,39,28,1.64
SAREGAMA,01-Mar-19,7,85,54,3.11
SAREGAMA,01-Mar-20,7,60,44,2.52
SAREGAMA,01-Mar-21,3,152,113,6.46
SAREGAMA,01-Mar-22,5,204,153,7.91
SARLAPOLY,01-Mar-11,2,27,23,3.24
SARLAPOLY,01-Mar-12,3,23,19,2.72
SARLAPOLY,01-Mar-13,6,35,28,4.03
SARLAPOLY,01-Mar-14,7,38,28,3.99
SARLAPOLY,01-Mar-15,6,40,28,3.35
SARLAPOLY,01-Mar-16,6,51,45,5.39
SARLAPOLY,01-Mar-17,8,54,34,4.08
SARLAPOLY,01-Mar-18,8,45,24,2.89
SARLAPOLY,01-Mar-19,9,38,26,3.04
SARLAPOLY,01-Mar-20,12,32,29,3.52
SARLAPOLY,01-Mar-21,12,35,27,3.14
SARLAPOLY,01-Mar-22,5,65,47,5.67
SARTHAKIND,01-Mar-17,2,1,1,0.98
SASKEN,01-Mar-11,1,81,73,27.98
SASKEN,01-Mar-12,1,80,64,24.61
SASKEN,01-Mar-13,0,40,32,15.18
SASKEN,01-Mar-14,0,72,51,24.19
SASKEN,01-Mar-15,0,216,120,56.01
SASKEN,01-Mar-16,0,290,206,116.42
SASKEN,01-Mar-17,0,96,85,49.5
SASKEN,01-Mar-18,0,100,82,48.17
SASKEN,01-Mar-19,0,111,90,52.85
SASKEN,01-Mar-20,1,112,79,52.38
SASKEN,01-Mar-21,0,149,115,76.11
SASKEN,01-Mar-22,0,158,128,85.21
SASTASUNDR,01-Mar-11,1,43,33,10.3
SASTASUNDR,01-Mar-12,1,22,14,4.41
SASTASUNDR,01-Mar-13,1,13,8,2.58
SASTASUNDR,01-Mar-14,1,-7,-6,-2.03
SASTASUNDR,01-Mar-15,1,-15,-15,-4.68
SASTASUNDR,01-Mar-16,2,-37,-37,-11.51
SASTASUNDR,01-Mar-17,3,-28,-29,-9
SASTASUNDR,01-Mar-18,1,-12,-15,-3.73
SASTASUNDR,01-Mar-19,3,-42,-43,-11.81
SASTASUNDR,01-Mar-20,1,-58,-52,-12.19
SASTASUNDR,01-Mar-21,3,-16,-17,-3.27
SASTASUNDR,01-Mar-22,3,1109,978,222.73
SATYAMCOMP,01-Mar-06,6,1349,1141,
SATYAMCOMP,01-Mar-07,16,1557,1405,21.05
SATYAMCOMP,01-Mar-08,20,1918,1688,25.17
SATYAMCOMP,01-Mar-09,62,-8016,-8175,-121.34
SATYAMCOMP,01-Mar-10,33,-102,-124,-1.06
SATYAMCOMP,01-Mar-11,10,-86,-144,-1.25
SATYAMCOMP,01-Mar-12,12,1383,1298,11.1
SAVERA,01-Mar-07,1.95,7.07,4.3,
SAVERA,01-Mar-08,2.95,8.99,5.7,
SAVERA,01-Mar-09,3.76,2.91,0.48,
SAVERA,01-Mar-10,2.54,4.46,2.54,
SAVERA,01-Mar-11,2.84,8.93,5.81,4.87
SAVERA,01-Mar-12,3.29,8.99,6.83,5.73
SAVERA,01-Mar-13,3.93,4.8,3.74,3.14
SAVERA,01-Mar-14,3.66,4.46,-1.67,-1.4
SAVERA,01-Mar-15,3.24,3.86,2.79,2.34
SAYAJIHOTL,01-Mar-11,21,7,5,3.67
SAYAJIHOTL,01-Mar-12,25,10,8,3.25
SAYAJIHOTL,01-Mar-13,23,-45,-37,-22.11
SAYAJIHOTL,01-Mar-14,20,32,21,7.86
SAYAJIHOTL,01-Mar-15,13,-10,1,1.7
SAYAJIHOTL,01-Mar-16,15,5,10,6.64
SAYAJIHOTL,01-Mar-17,19,-4,-3,-1.42
SAYAJIHOTL,01-Mar-18,16,-1,-4,-2.31
SAYAJIHOTL,01-Mar-19,19,-10,-13,-7.64
SAYAJIHOTL,01-Mar-20,24,-22,-19,-10.54
SAYAJIHOTL,01-Mar-21,22,-58,-53,-29.14
SAYAJIHOTL,01-Mar-22,20,46,33,18.87
SB&TINTL,01-Mar-06,5.33,1.13,1.36,0.83
SB&TINTL,01-Mar-07,6.41,8.33,7.39,4.52
SB&TINTL,01-Mar-08,6.27,-0.87,-2.17,-1.33
SB&TINTL,01-Mar-09,7.89,-0.7,-1.55,-0.92
SB&TINTL,01-Mar-10,9.65,3,2.36,1.4
SB&TINTL,01-Mar-11,9.94,1.06,0.84,0.5
SB&TINTL,01-Mar-12,8.25,-42.87,-42.86,-25.44
SB&TINTL,01-Mar-13,8.99,-11,-11,-6.53
SB&TINTL,01-Mar-14,0.27,-6.7,-6.7,-3.98
SB&TINTL,01-Mar-15,0.02,-16.54,-16.55,-9.82
SB&TINTL,01-Mar-16,0.02,-1.19,-1.18,-0.7
SBCL,01-Mar-08,3,8,7,1.28
SBCL,01-Mar-09,3,5,5,0.79
SBCL,01-Mar-10,3,7,5,0.82
SBCL,01-Mar-11,4,5,3,0.47
SBCL,01-Mar-16,4,6,3,0.58
SBCL,01-Mar-17,3,14,8,1.43
SBCL,01-Mar-18,3,23,17,2.87
SBCL,01-Mar-19,4,34,25,4.28
SBCL,01-Mar-20,3,17,13,2.34
SBCL,01-Mar-21,2,34,25,4.43
SBCL,01-Mar-22,3,73,55,9.57
SCHAND,01-Mar-12,6,17,15,146900
SCHAND,01-Mar-13,8,44,32,1986.49
SCHAND,01-Mar-14,9,59,43,2455.92
SCHAND,01-Mar-15,28,54,33,1557.42
SCHAND,01-Mar-16,30,73,47,2308.87
SCHAND,01-Mar-17,35,105,61,20.53
SCHAND,01-Mar-18,24,161,107,30.62
SCHAND,01-Mar-19,27,-95,-67,-19.13
SCHAND,01-Mar-20,35,-99,-111,-31.87
SCHAND,01-Mar-21,32,0,-6,-1.86
SCHAND,01-Mar-22,27,5,8,2.29
SCI,01-Mar-15,239,270,195,4.19
SCI,01-Mar-16,195,818,782,16.78
SCI,01-Mar-17,174,226,182,3.92
SCI,01-Mar-18,180,82,306,6.58
SCI,01-Mar-19,362,-16,-63,-1.35
SCI,01-Mar-20,367,382,336,7.22
SCI,01-Mar-21,22,713,696,14.94
SCI,01-Mar-22,161,909,865,18.57
SDBL,01-Mar-17,11,24,14,2.39
SDBL,01-Mar-18,9,47,25,4.26
SDBL,01-Mar-19,12,32,20,2.82
SDBL,01-Mar-20,15,21,15,2.15
SDBL,01-Mar-21,19,-39,-38,-5.44
SDBL,01-Mar-22,15,-13,-10,-1.41
SEAMECLTD,01-Mar-11,0,-64,-67,-19.81
SEAMECLTD,01-Mar-12,0,-9,-13,-3.89
SEAMECLTD,01-Mar-13,1,46,40,11.92
SEAMECLTD,01-Mar-14,1,2,-2,-0.61
SEAMECLTD,01-Mar-15,1,128,122,35.99
SEAMECLTD,01-Mar-16,1,11,5,2.12
SEAMECLTD,01-Mar-17,3,-145,-149,-58.55
SEAMECLTD,01-Mar-18,1,3,1,0.39
SEAMECLTD,01-Mar-19,4,86,82,32.19
SEAMECLTD,01-Mar-20,6,139,133,52.41
SEAMECLTD,01-Mar-21,6,106,99,38.76
SEAMECLTD,01-Mar-22,7,85,84,32.73
SECURKLOUD,01-Mar-11,0,3,2,0.85
SECURKLOUD,01-Mar-12,0,4,4,1.42
SECURKLOUD,01-Mar-13,0,5,4,1.48
SECURKLOUD,01-Mar-14,0,9,7,2.27
SECURKLOUD,01-Mar-15,0,29,23,6.88
SECURKLOUD,01-Mar-16,0,68,53,13.65
SECURKLOUD,01-Mar-17,2,171,129,34.23
SECURKLOUD,01-Mar-18,11,266,205,56.24
SECURKLOUD,01-Mar-19,13,96,80,22.52
SECURKLOUD,01-Mar-20,15,-672,-675,-164.42
SECURKLOUD,01-Mar-21,16,2,1,0.52
SECURKLOUD,01-Mar-22,12,-105,-98,-20.59
SEJAL,01-Mar-14,9,-19,-19,-5.62
SEJAL,01-Mar-19,2,-15,-15,-4.37
SEJAL,01-Mar-20,2,-22,-22,-6.41
SEJAL,01-Mar-21,3,-18,-18,-5.49
SEJALLTD,01-Mar-14,9,-19,-19,-5.62
SEJALLTD,01-Mar-19,2,-15,-15,-4.37
SEJALLTD,01-Mar-20,2,-22,-22,-6.41
SEJALLTD,01-Mar-21,3,-18,-18,-5.49
SELMC,01-Mar-11,88,166,113,11.32
SELMC,01-Mar-12,185,126,82,7.44
SELMC,01-Mar-13,346,210,137,4.16
SELMC,01-Mar-14,432,-464,-294,-8.88
SELMC,01-Mar-15,342,-227,-149,-4.51
SELMC,01-Mar-16,496,-471,-370,-11.17
SELMC,01-Mar-17,147,-865,-573,-17.28
SELMC,01-Mar-18,11,-2013,-2528,-76.28
SELMC,01-Mar-19,7,-372,-372,-11.24
SELMC,01-Mar-20,3,-587,-587,-17.73
SELMC,01-Mar-21,2,2507,2507,756.69
SELMC,01-Mar-22,30,-131,-131,-39.62
SELMCL,01-Mar-11,88,166,113,11.32
SELMCL,01-Mar-12,185,126,82,7.44
SELMCL,01-Mar-13,346,210,137,4.16
SELMCL,01-Mar-14,432,-464,-294,-8.88
SELMCL,01-Mar-15,342,-227,-149,-4.51
SELMCL,01-Mar-16,496,-471,-370,-11.17
SELMCL,01-Mar-17,147,-865,-573,-17.28
SELMCL,01-Mar-18,11,-2013,-2528,-76.28
SELMCL,01-Mar-19,7,-372,-372,-11.24
